goal,target,indicator,country_code,country,year,source,beach_litter_in_ocean_percent
14,14.1,14.1.1,834,united republic of tanzania,2020,center for ocean-atmospheric prediction studies (coaps),45.86
14,14.1,14.1.1,834,united republic of tanzania,2021,center for ocean-atmospheric prediction studies (coaps),42.37
14,14.1,14.1.1,840,united states of america,2017,center for ocean-atmospheric prediction studies (coaps),68.77
14,14.1,14.1.1,840,united states of america,2018,center for ocean-atmospheric prediction studies (coaps),68.6
14,14.1,14.1.1,840,united states of america,2019,center for ocean-atmospheric prediction studies (coaps),68.82
14,14.1,14.1.1,840,united states of america,2020,center for ocean-atmospheric prediction studies (coaps),69.27
14,14.1,14.1.1,840,united states of america,2021,center for ocean-atmospheric prediction studies (coaps),68.88
14,14.1,14.1.1,858,uruguay,2017,center for ocean-atmospheric prediction studies (coaps),48.1
14,14.1,14.1.1,858,uruguay,2018,center for ocean-atmospheric prediction studies (coaps),44.82
14,14.1,14.1.1,858,uruguay,2019,center for ocean-atmospheric prediction studies (coaps),41.51
14,14.1,14.1.1,858,uruguay,2020,center for ocean-atmospheric prediction studies (coaps),33.3
14,14.1,14.1.1,858,uruguay,2021,center for ocean-atmospheric prediction studies (coaps),29.03
14,14.1,14.1.1,548,vanuatu,2017,center for ocean-atmospheric prediction studies (coaps),23.44
14,14.1,14.1.1,548,vanuatu,2018,center for ocean-atmospheric prediction studies (coaps),29.06
14,14.1,14.1.1,548,vanuatu,2019,center for ocean-atmospheric prediction studies (coaps),18.96
14,14.1,14.1.1,548,vanuatu,2020,center for ocean-atmospheric prediction studies (coaps),22.78
14,14.1,14.1.1,548,vanuatu,2021,center for ocean-atmospheric prediction studies (coaps),27.92
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2017,center for ocean-atmospheric prediction studies (coaps),12.94
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2018,center for ocean-atmospheric prediction studies (coaps),11.06
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2019,center for ocean-atmospheric prediction studies (coaps),11.55
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2020,center for ocean-atmospheric prediction studies (coaps),15.19
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2021,center for ocean-atmospheric prediction studies (coaps),12.62
14,14.1,14.1.1,704,viet nam,2017,center for ocean-atmospheric prediction studies (coaps),30.41
14,14.1,14.1.1,704,viet nam,2018,center for ocean-atmospheric prediction studies (coaps),29.11
14,14.1,14.1.1,704,viet nam,2019,center for ocean-atmospheric prediction studies (coaps),26.22
14,14.1,14.1.1,704,viet nam,2020,center for ocean-atmospheric prediction studies (coaps),26.9
14,14.1,14.1.1,704,viet nam,2021,center for ocean-atmospheric prediction studies (coaps),27.68
14,14.1,14.1.1,11,western africa,2022,center for ocean-atmospheric prediction studies (coaps),2.77
14,14.1,14.1.1,145,western asia,2017,center for ocean-atmospheric prediction studies (coaps),15.91
14,14.1,14.1.1,145,western asia,2018,center for ocean-atmospheric prediction studies (coaps),13.97
14,14.1,14.1.1,145,western asia,2019,center for ocean-atmospheric prediction studies (coaps),14.55
14,14.1,14.1.1,145,western asia,2020,center for ocean-atmospheric prediction studies (coaps),13.19
14,14.1,14.1.1,145,western asia,2021,center for ocean-atmospheric prediction studies (coaps),13.29
14,14.1,14.1.1,145,western asia,2022,center for ocean-atmospheric prediction studies (coaps),24.19
14,14.1,14.1.1,155,western europe,2017,center for ocean-atmospheric prediction studies (coaps),19.48
14,14.1,14.1.1,155,western europe,2018,center for ocean-atmospheric prediction studies (coaps),28.92
14,14.1,14.1.1,155,western europe,2019,center for ocean-atmospheric prediction studies (coaps),28.34
14,14.1,14.1.1,155,western europe,2020,center for ocean-atmospheric prediction studies (coaps),21.52
14,14.1,14.1.1,155,western europe,2021,center for ocean-atmospheric prediction studies (coaps),23.13
14,14.1,14.1.1,155,western europe,2022,center for ocean-atmospheric prediction studies (coaps),28.7
14,14.1,14.1.1,732,western sahara,2017,center for ocean-atmospheric prediction studies (coaps),72.23
14,14.1,14.1.1,732,western sahara,2018,center for ocean-atmospheric prediction studies (coaps),70.04
14,14.1,14.1.1,732,western sahara,2019,center for ocean-atmospheric prediction studies (coaps),69.06
14,14.1,14.1.1,732,western sahara,2020,center for ocean-atmospheric prediction studies (coaps),71.44
14,14.1,14.1.1,732,western sahara,2021,center for ocean-atmospheric prediction studies (coaps),71.62
14,14.1,14.1.1,1,world,2017,center for ocean-atmospheric prediction studies (coaps),34.53
14,14.1,14.1.1,1,world,2018,center for ocean-atmospheric prediction studies (coaps),34.41
14,14.1,14.1.1,1,world,2019,center for ocean-atmospheric prediction studies (coaps),33.49
14,14.1,14.1.1,1,world,2020,center for ocean-atmospheric prediction studies (coaps),33.54
14,14.1,14.1.1,1,world,2021,center for ocean-atmospheric prediction studies (coaps),34.49
14,14.1,14.1.1,1,world,2022,center for ocean-atmospheric prediction studies (coaps),30.04
14,14.1,14.1.1,887,yemen,2017,center for ocean-atmospheric prediction studies (coaps),17.84
14,14.1,14.1.1,887,yemen,2018,center for ocean-atmospheric prediction studies (coaps),11.01
14,14.1,14.1.1,887,yemen,2019,center for ocean-atmospheric prediction studies (coaps),10.54
14,14.1,14.1.1,887,yemen,2020,center for ocean-atmospheric prediction studies (coaps),11.98
14,14.1,14.1.1,887,yemen,2021,center for ocean-atmospheric prediction studies (coaps),11.74
