goal,target,indicator,country_code,country,year,source,beach_litter_in_ocean_value
14,14.1,14.1.1,747,northern africa and western asia,2021,center for ocean-atmospheric prediction studies (coaps),428473.0
14,14.1,14.1.1,747,northern africa and western asia,2022,center for ocean-atmospheric prediction studies (coaps),391410.0
14,14.1,14.1.1,21,northern america,2017,center for ocean-atmospheric prediction studies (coaps),34638.0
14,14.1,14.1.1,21,northern america,2018,center for ocean-atmospheric prediction studies (coaps),36097.0
14,14.1,14.1.1,21,northern america,2019,center for ocean-atmospheric prediction studies (coaps),37541.0
14,14.1,14.1.1,21,northern america,2020,center for ocean-atmospheric prediction studies (coaps),38878.0
14,14.1,14.1.1,21,northern america,2021,center for ocean-atmospheric prediction studies (coaps),39497.0
14,14.1,14.1.1,21,northern america,2022,center for ocean-atmospheric prediction studies (coaps),41657.0
14,14.1,14.1.1,154,northern europe,2017,center for ocean-atmospheric prediction studies (coaps),1413.0
14,14.1,14.1.1,154,northern europe,2018,center for ocean-atmospheric prediction studies (coaps),2300.0
14,14.1,14.1.1,154,northern europe,2019,center for ocean-atmospheric prediction studies (coaps),2760.0
14,14.1,14.1.1,154,northern europe,2020,center for ocean-atmospheric prediction studies (coaps),2245.0
14,14.1,14.1.1,154,northern europe,2021,center for ocean-atmospheric prediction studies (coaps),3034.0
14,14.1,14.1.1,154,northern europe,2022,center for ocean-atmospheric prediction studies (coaps),2892.0
14,14.1,14.1.1,578,norway,2017,center for ocean-atmospheric prediction studies (coaps),73.0
14,14.1,14.1.1,578,norway,2018,center for ocean-atmospheric prediction studies (coaps),81.0
14,14.1,14.1.1,578,norway,2019,center for ocean-atmospheric prediction studies (coaps),97.0
14,14.1,14.1.1,578,norway,2020,center for ocean-atmospheric prediction studies (coaps),63.0
14,14.1,14.1.1,578,norway,2021,center for ocean-atmospheric prediction studies (coaps),83.0
14,14.1,14.1.1,9,oceania,2017,center for ocean-atmospheric prediction studies (coaps),25343.0
14,14.1,14.1.1,9,oceania,2018,center for ocean-atmospheric prediction studies (coaps),27127.0
14,14.1,14.1.1,9,oceania,2019,center for ocean-atmospheric prediction studies (coaps),23247.0
14,14.1,14.1.1,9,oceania,2020,center for ocean-atmospheric prediction studies (coaps),23506.0
14,14.1,14.1.1,9,oceania,2021,center for ocean-atmospheric prediction studies (coaps),24793.0
14,14.1,14.1.1,9,oceania,2022,center for ocean-atmospheric prediction studies (coaps),24049.0
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2017,center for ocean-atmospheric prediction studies (coaps),23702.0
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2018,center for ocean-atmospheric prediction studies (coaps),25261.0
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2019,center for ocean-atmospheric prediction studies (coaps),21642.0
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2020,center for ocean-atmospheric prediction studies (coaps),21698.0
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2021,center for ocean-atmospheric prediction studies (coaps),22759.0
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2022,center for ocean-atmospheric prediction studies (coaps),21855.0
14,14.1,14.1.1,512,oman,2017,center for ocean-atmospheric prediction studies (coaps),96.0
14,14.1,14.1.1,512,oman,2018,center for ocean-atmospheric prediction studies (coaps),97.0
14,14.1,14.1.1,512,oman,2019,center for ocean-atmospheric prediction studies (coaps),87.0
14,14.1,14.1.1,512,oman,2020,center for ocean-atmospheric prediction studies (coaps),84.0
14,14.1,14.1.1,512,oman,2021,center for ocean-atmospheric prediction studies (coaps),103.0
14,14.1,14.1.1,586,pakistan,2017,center for ocean-atmospheric prediction studies (coaps),26146.0
14,14.1,14.1.1,586,pakistan,2018,center for ocean-atmospheric prediction studies (coaps),26365.0
14,14.1,14.1.1,586,pakistan,2019,center for ocean-atmospheric prediction studies (coaps),30167.0
14,14.1,14.1.1,586,pakistan,2020,center for ocean-atmospheric prediction studies (coaps),29930.0
14,14.1,14.1.1,586,pakistan,2021,center for ocean-atmospheric prediction studies (coaps),30671.0
14,14.1,14.1.1,585,palau,2017,center for ocean-atmospheric prediction studies (coaps),34.0
14,14.1,14.1.1,585,palau,2018,center for ocean-atmospheric prediction studies (coaps),38.0
14,14.1,14.1.1,585,palau,2019,center for ocean-atmospheric prediction studies (coaps),36.0
14,14.1,14.1.1,585,palau,2020,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,585,palau,2021,center for ocean-atmospheric prediction studies (coaps),34.0
14,14.1,14.1.1,591,panama,2017,center for ocean-atmospheric prediction studies (coaps),6676.0
14,14.1,14.1.1,591,panama,2018,center for ocean-atmospheric prediction studies (coaps),6949.0
14,14.1,14.1.1,591,panama,2019,center for ocean-atmospheric prediction studies (coaps),6134.0
14,14.1,14.1.1,591,panama,2020,center for ocean-atmospheric prediction studies (coaps),6533.0
14,14.1,14.1.1,591,panama,2021,center for ocean-atmospheric prediction studies (coaps),5785.0
14,14.1,14.1.1,598,papua new guinea,2017,center for ocean-atmospheric prediction studies (coaps),8982.0
14,14.1,14.1.1,598,papua new guinea,2018,center for ocean-atmospheric prediction studies (coaps),9327.0
14,14.1,14.1.1,598,papua new guinea,2019,center for ocean-atmospheric prediction studies (coaps),7841.0
14,14.1,14.1.1,598,papua new guinea,2020,center for ocean-atmospheric prediction studies (coaps),7210.0
14,14.1,14.1.1,598,papua new guinea,2021,center for ocean-atmospheric prediction studies (coaps),8880.0
14,14.1,14.1.1,604,peru,2017,center for ocean-atmospheric prediction studies (coaps),6468.0
14,14.1,14.1.1,604,peru,2018,center for ocean-atmospheric prediction studies (coaps),6770.0
14,14.1,14.1.1,604,peru,2019,center for ocean-atmospheric prediction studies (coaps),6280.0
14,14.1,14.1.1,604,peru,2020,center for ocean-atmospheric prediction studies (coaps),6720.0
14,14.1,14.1.1,604,peru,2021,center for ocean-atmospheric prediction studies (coaps),8249.0
14,14.1,14.1.1,608,philippines,2017,center for ocean-atmospheric prediction studies (coaps),1022158.0
14,14.1,14.1.1,608,philippines,2018,center for ocean-atmospheric prediction studies (coaps),978280.0
14,14.1,14.1.1,608,philippines,2019,center for ocean-atmospheric prediction studies (coaps),947184.0
14,14.1,14.1.1,608,philippines,2020,center for ocean-atmospheric prediction studies (coaps),1012534.0
14,14.1,14.1.1,608,philippines,2021,center for ocean-atmospheric prediction studies (coaps),1147105.0
14,14.1,14.1.1,616,poland,2017,center for ocean-atmospheric prediction studies (coaps),35.0
14,14.1,14.1.1,616,poland,2018,center for ocean-atmospheric prediction studies (coaps),114.0
14,14.1,14.1.1,616,poland,2019,center for ocean-atmospheric prediction studies (coaps),70.0
14,14.1,14.1.1,616,poland,2020,center for ocean-atmospheric prediction studies (coaps),81.0
14,14.1,14.1.1,616,poland,2021,center for ocean-atmospheric prediction studies (coaps),80.0
14,14.1,14.1.1,61,polynesia,2022,center for ocean-atmospheric prediction studies (coaps),870.0
14,14.1,14.1.1,620,portugal,2017,center for ocean-atmospheric prediction studies (coaps),673.0
14,14.1,14.1.1,620,portugal,2018,center for ocean-atmospheric prediction studies (coaps),593.0
14,14.1,14.1.1,620,portugal,2019,center for ocean-atmospheric prediction studies (coaps),544.0
14,14.1,14.1.1,620,portugal,2020,center for ocean-atmospheric prediction studies (coaps),583.0
14,14.1,14.1.1,620,portugal,2021,center for ocean-atmospheric prediction studies (coaps),662.0
14,14.1,14.1.1,630,puerto rico,2017,center for ocean-atmospheric prediction studies (coaps),320.0
14,14.1,14.1.1,630,puerto rico,2018,center for ocean-atmospheric prediction studies (coaps),335.0
14,14.1,14.1.1,630,puerto rico,2019,center for ocean-atmospheric prediction studies (coaps),359.0
14,14.1,14.1.1,630,puerto rico,2020,center for ocean-atmospheric prediction studies (coaps),385.0
14,14.1,14.1.1,630,puerto rico,2021,center for ocean-atmospheric prediction studies (coaps),394.0
14,14.1,14.1.1,634,qatar,2017,center for ocean-atmospheric prediction studies (coaps),23.0
14,14.1,14.1.1,634,qatar,2018,center for ocean-atmospheric prediction studies (coaps),22.0
14,14.1,14.1.1,634,qatar,2019,center for ocean-atmospheric prediction studies (coaps),17.0
14,14.1,14.1.1,634,qatar,2020,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,634,qatar,2021,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,410,republic of korea,2017,center for ocean-atmospheric prediction studies (coaps),3186.0
14,14.1,14.1.1,410,republic of korea,2018,center for ocean-atmospheric prediction studies (coaps),3831.0
14,14.1,14.1.1,410,republic of korea,2019,center for ocean-atmospheric prediction studies (coaps),3556.0
14,14.1,14.1.1,410,republic of korea,2020,center for ocean-atmospheric prediction studies (coaps),3400.0
14,14.1,14.1.1,410,republic of korea,2021,center for ocean-atmospheric prediction studies (coaps),3344.0
14,14.1,14.1.1,638,réunion,2017,center for ocean-atmospheric prediction studies (coaps),65.0
14,14.1,14.1.1,638,réunion,2018,center for ocean-atmospheric prediction studies (coaps),73.0
14,14.1,14.1.1,638,réunion,2019,center for ocean-atmospheric prediction studies (coaps),72.0
14,14.1,14.1.1,638,réunion,2020,center for ocean-atmospheric prediction studies (coaps),72.0
14,14.1,14.1.1,638,réunion,2021,center for ocean-atmospheric prediction studies (coaps),76.0
14,14.1,14.1.1,642,romania,2017,center for ocean-atmospheric prediction studies (coaps),1227.0
14,14.1,14.1.1,642,romania,2018,center for ocean-atmospheric prediction studies (coaps),637.0
14,14.1,14.1.1,642,romania,2019,center for ocean-atmospheric prediction studies (coaps),877.0
14,14.1,14.1.1,642,romania,2020,center for ocean-atmospheric prediction studies (coaps),806.0
14,14.1,14.1.1,642,romania,2021,center for ocean-atmospheric prediction studies (coaps),1064.0
14,14.1,14.1.1,643,russian federation,2017,center for ocean-atmospheric prediction studies (coaps),11947.0
14,14.1,14.1.1,643,russian federation,2018,center for ocean-atmospheric prediction studies (coaps),13326.0
14,14.1,14.1.1,643,russian federation,2019,center for ocean-atmospheric prediction studies (coaps),13764.0
14,14.1,14.1.1,643,russian federation,2020,center for ocean-atmospheric prediction studies (coaps),12951.0
14,14.1,14.1.1,643,russian federation,2021,center for ocean-atmospheric prediction studies (coaps),14862.0
14,14.1,14.1.1,659,saint kitts and nevis,2017,center for ocean-atmospheric prediction studies (coaps),25.0
14,14.1,14.1.1,659,saint kitts and nevis,2018,center for ocean-atmospheric prediction studies (coaps),25.0
14,14.1,14.1.1,659,saint kitts and nevis,2019,center for ocean-atmospheric prediction studies (coaps),26.0
14,14.1,14.1.1,659,saint kitts and nevis,2020,center for ocean-atmospheric prediction studies (coaps),32.0
14,14.1,14.1.1,659,saint kitts and nevis,2021,center for ocean-atmospheric prediction studies (coaps),34.0
14,14.1,14.1.1,662,saint lucia,2017,center for ocean-atmospheric prediction studies (coaps),1127.0
14,14.1,14.1.1,662,saint lucia,2018,center for ocean-atmospheric prediction studies (coaps),1249.0
14,14.1,14.1.1,662,saint lucia,2019,center for ocean-atmospheric prediction studies (coaps),1315.0
14,14.1,14.1.1,662,saint lucia,2020,center for ocean-atmospheric prediction studies (coaps),1449.0
14,14.1,14.1.1,662,saint lucia,2021,center for ocean-atmospheric prediction studies (coaps),1416.0
14,14.1,14.1.1,670,saint vincent and the grenadines,2017,center for ocean-atmospheric prediction studies (coaps),312.0
14,14.1,14.1.1,670,saint vincent and the grenadines,2018,center for ocean-atmospheric prediction studies (coaps),316.0
14,14.1,14.1.1,670,saint vincent and the grenadines,2019,center for ocean-atmospheric prediction studies (coaps),333.0
14,14.1,14.1.1,670,saint vincent and the grenadines,2020,center for ocean-atmospheric prediction studies (coaps),334.0
14,14.1,14.1.1,670,saint vincent and the grenadines,2021,center for ocean-atmospheric prediction studies (coaps),363.0
14,14.1,14.1.1,882,samoa,2017,center for ocean-atmospheric prediction studies (coaps),384.0
14,14.1,14.1.1,882,samoa,2018,center for ocean-atmospheric prediction studies (coaps),471.0
14,14.1,14.1.1,882,samoa,2019,center for ocean-atmospheric prediction studies (coaps),424.0
14,14.1,14.1.1,882,samoa,2020,center for ocean-atmospheric prediction studies (coaps),483.0
14,14.1,14.1.1,882,samoa,2021,center for ocean-atmospheric prediction studies (coaps),508.0
14,14.1,14.1.1,678,sao tome and principe,2017,center for ocean-atmospheric prediction studies (coaps),41.0
14,14.1,14.1.1,678,sao tome and principe,2018,center for ocean-atmospheric prediction studies (coaps),85.0
14,14.1,14.1.1,678,sao tome and principe,2019,center for ocean-atmospheric prediction studies (coaps),49.0
14,14.1,14.1.1,678,sao tome and principe,2020,center for ocean-atmospheric prediction studies (coaps),58.0
14,14.1,14.1.1,678,sao tome and principe,2021,center for ocean-atmospheric prediction studies (coaps),39.0
14,14.1,14.1.1,682,saudi arabia,2017,center for ocean-atmospheric prediction studies (coaps),283.0
14,14.1,14.1.1,682,saudi arabia,2018,center for ocean-atmospheric prediction studies (coaps),271.0
14,14.1,14.1.1,682,saudi arabia,2019,center for ocean-atmospheric prediction studies (coaps),255.0
14,14.1,14.1.1,682,saudi arabia,2020,center for ocean-atmospheric prediction studies (coaps),277.0
14,14.1,14.1.1,682,saudi arabia,2021,center for ocean-atmospheric prediction studies (coaps),200.0
14,14.1,14.1.1,686,senegal,2017,center for ocean-atmospheric prediction studies (coaps),7210.0
14,14.1,14.1.1,686,senegal,2018,center for ocean-atmospheric prediction studies (coaps),6430.0
14,14.1,14.1.1,686,senegal,2019,center for ocean-atmospheric prediction studies (coaps),6157.0
14,14.1,14.1.1,686,senegal,2020,center for ocean-atmospheric prediction studies (coaps),6384.0
14,14.1,14.1.1,686,senegal,2021,center for ocean-atmospheric prediction studies (coaps),4900.0
14,14.1,14.1.1,690,seychelles,2017,center for ocean-atmospheric prediction studies (coaps),23.0
14,14.1,14.1.1,690,seychelles,2018,center for ocean-atmospheric prediction studies (coaps),23.0
14,14.1,14.1.1,690,seychelles,2019,center for ocean-atmospheric prediction studies (coaps),24.0
14,14.1,14.1.1,690,seychelles,2020,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,690,seychelles,2021,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,694,sierra leone,2017,center for ocean-atmospheric prediction studies (coaps),147.0
14,14.1,14.1.1,694,sierra leone,2018,center for ocean-atmospheric prediction studies (coaps),178.0
14,14.1,14.1.1,694,sierra leone,2019,center for ocean-atmospheric prediction studies (coaps),75.0
14,14.1,14.1.1,694,sierra leone,2020,center for ocean-atmospheric prediction studies (coaps),8.0
14,14.1,14.1.1,694,sierra leone,2021,center for ocean-atmospheric prediction studies (coaps),269.0
14,14.1,14.1.1,722,small island developing states (sids),2017,center for ocean-atmospheric prediction studies (coaps),174374.0
14,14.1,14.1.1,722,small island developing states (sids),2018,center for ocean-atmospheric prediction studies (coaps),182514.0
14,14.1,14.1.1,722,small island developing states (sids),2019,center for ocean-atmospheric prediction studies (coaps),178422.0
14,14.1,14.1.1,722,small island developing states (sids),2020,center for ocean-atmospheric prediction studies (coaps),204125.0
14,14.1,14.1.1,722,small island developing states (sids),2021,center for ocean-atmospheric prediction studies (coaps),205671.0
14,14.1,14.1.1,722,small island developing states (sids),2022,center for ocean-atmospheric prediction studies (coaps),215507.0
14,14.1,14.1.1,90,solomon islands,2017,center for ocean-atmospheric prediction studies (coaps),12913.0
14,14.1,14.1.1,90,solomon islands,2018,center for ocean-atmospheric prediction studies (coaps),13746.0
14,14.1,14.1.1,90,solomon islands,2019,center for ocean-atmospheric prediction studies (coaps),12002.0
14,14.1,14.1.1,90,solomon islands,2020,center for ocean-atmospheric prediction studies (coaps),12544.0
14,14.1,14.1.1,90,solomon islands,2021,center for ocean-atmospheric prediction studies (coaps),11587.0
14,14.1,14.1.1,706,somalia,2017,center for ocean-atmospheric prediction studies (coaps),734.0
14,14.1,14.1.1,706,somalia,2018,center for ocean-atmospheric prediction studies (coaps),790.0
14,14.1,14.1.1,706,somalia,2019,center for ocean-atmospheric prediction studies (coaps),661.0
14,14.1,14.1.1,706,somalia,2020,center for ocean-atmospheric prediction studies (coaps),966.0
14,14.1,14.1.1,706,somalia,2021,center for ocean-atmospheric prediction studies (coaps),891.0
14,14.1,14.1.1,710,south africa,2017,center for ocean-atmospheric prediction studies (coaps),103608.0
14,14.1,14.1.1,710,south africa,2018,center for ocean-atmospheric prediction studies (coaps),107613.0
14,14.1,14.1.1,710,south africa,2019,center for ocean-atmospheric prediction studies (coaps),106290.0
14,14.1,14.1.1,710,south africa,2020,center for ocean-atmospheric prediction studies (coaps),108535.0
14,14.1,14.1.1,710,south africa,2021,center for ocean-atmospheric prediction studies (coaps),111799.0
14,14.1,14.1.1,5,south america,2017,center for ocean-atmospheric prediction studies (coaps),424433.0
14,14.1,14.1.1,5,south america,2018,center for ocean-atmospheric prediction studies (coaps),438359.0
14,14.1,14.1.1,5,south america,2019,center for ocean-atmospheric prediction studies (coaps),433944.0
14,14.1,14.1.1,5,south america,2020,center for ocean-atmospheric prediction studies (coaps),467612.0
14,14.1,14.1.1,5,south america,2021,center for ocean-atmospheric prediction studies (coaps),479633.0
14,14.1,14.1.1,5,south america,2022,center for ocean-atmospheric prediction studies (coaps),510445.0
14,14.1,14.1.1,35,south-eastern asia,2017,center for ocean-atmospheric prediction studies (coaps),1982886.0
14,14.1,14.1.1,35,south-eastern asia,2018,center for ocean-atmospheric prediction studies (coaps),1906627.0
14,14.1,14.1.1,35,south-eastern asia,2019,center for ocean-atmospheric prediction studies (coaps),1868814.0
14,14.1,14.1.1,35,south-eastern asia,2020,center for ocean-atmospheric prediction studies (coaps),2081680.0
14,14.1,14.1.1,35,south-eastern asia,2021,center for ocean-atmospheric prediction studies (coaps),2228596.0
14,14.1,14.1.1,35,south-eastern asia,2022,center for ocean-atmospheric prediction studies (coaps),2331427.0
14,14.1,14.1.1,18,southern africa,2017,center for ocean-atmospheric prediction studies (coaps),103746.0
14,14.1,14.1.1,18,southern africa,2018,center for ocean-atmospheric prediction studies (coaps),107727.0
14,14.1,14.1.1,18,southern africa,2019,center for ocean-atmospheric prediction studies (coaps),106415.0
14,14.1,14.1.1,18,southern africa,2020,center for ocean-atmospheric prediction studies (coaps),108655.0
14,14.1,14.1.1,18,southern africa,2021,center for ocean-atmospheric prediction studies (coaps),111902.0
14,14.1,14.1.1,18,southern africa,2022,center for ocean-atmospheric prediction studies (coaps),113460.0
14,14.1,14.1.1,34,southern asia,2017,center for ocean-atmospheric prediction studies (coaps),729897.0
14,14.1,14.1.1,34,southern asia,2018,center for ocean-atmospheric prediction studies (coaps),740243.0
14,14.1,14.1.1,34,southern asia,2019,center for ocean-atmospheric prediction studies (coaps),756509.0
14,14.1,14.1.1,34,southern asia,2020,center for ocean-atmospheric prediction studies (coaps),777572.0
14,14.1,14.1.1,34,southern asia,2021,center for ocean-atmospheric prediction studies (coaps),729651.0
14,14.1,14.1.1,34,southern asia,2022,center for ocean-atmospheric prediction studies (coaps),748078.0
14,14.1,14.1.1,39,southern europe,2017,center for ocean-atmospheric prediction studies (coaps),28131.0
14,14.1,14.1.1,39,southern europe,2018,center for ocean-atmospheric prediction studies (coaps),29977.0
14,14.1,14.1.1,39,southern europe,2019,center for ocean-atmospheric prediction studies (coaps),32740.0
14,14.1,14.1.1,39,southern europe,2020,center for ocean-atmospheric prediction studies (coaps),29286.0
14,14.1,14.1.1,39,southern europe,2021,center for ocean-atmospheric prediction studies (coaps),31383.0
14,14.1,14.1.1,39,southern europe,2022,center for ocean-atmospheric prediction studies (coaps),28828.0
14,14.1,14.1.1,724,spain,2017,center for ocean-atmospheric prediction studies (coaps),3357.0
14,14.1,14.1.1,724,spain,2018,center for ocean-atmospheric prediction studies (coaps),3924.0
14,14.1,14.1.1,724,spain,2019,center for ocean-atmospheric prediction studies (coaps),3498.0
14,14.1,14.1.1,724,spain,2020,center for ocean-atmospheric prediction studies (coaps),3636.0
14,14.1,14.1.1,724,spain,2021,center for ocean-atmospheric prediction studies (coaps),3390.0
14,14.1,14.1.1,144,sri lanka,2017,center for ocean-atmospheric prediction studies (coaps),31628.0
14,14.1,14.1.1,144,sri lanka,2018,center for ocean-atmospheric prediction studies (coaps),33382.0
14,14.1,14.1.1,144,sri lanka,2019,center for ocean-atmospheric prediction studies (coaps),33506.0
14,14.1,14.1.1,144,sri lanka,2020,center for ocean-atmospheric prediction studies (coaps),36457.0
14,14.1,14.1.1,144,sri lanka,2021,center for ocean-atmospheric prediction studies (coaps),33979.0
14,14.1,14.1.1,275,state of palestine,2017,center for ocean-atmospheric prediction studies (coaps),143.0
14,14.1,14.1.1,275,state of palestine,2018,center for ocean-atmospheric prediction studies (coaps),300.0
14,14.1,14.1.1,275,state of palestine,2019,center for ocean-atmospheric prediction studies (coaps),302.0
14,14.1,14.1.1,275,state of palestine,2020,center for ocean-atmospheric prediction studies (coaps),255.0
14,14.1,14.1.1,275,state of palestine,2021,center for ocean-atmospheric prediction studies (coaps),237.0
14,14.1,14.1.1,202,sub-saharan africa,2017,center for ocean-atmospheric prediction studies (coaps),259784.0
14,14.1,14.1.1,202,sub-saharan africa,2018,center for ocean-atmospheric prediction studies (coaps),277787.0
14,14.1,14.1.1,202,sub-saharan africa,2019,center for ocean-atmospheric prediction studies (coaps),279486.0
14,14.1,14.1.1,202,sub-saharan africa,2020,center for ocean-atmospheric prediction studies (coaps),299270.0
14,14.1,14.1.1,202,sub-saharan africa,2021,center for ocean-atmospheric prediction studies (coaps),298908.0
14,14.1,14.1.1,202,sub-saharan africa,2022,center for ocean-atmospheric prediction studies (coaps),300931.0
14,14.1,14.1.1,729,sudan,2017,center for ocean-atmospheric prediction studies (coaps),747.0
14,14.1,14.1.1,729,sudan,2018,center for ocean-atmospheric prediction studies (coaps),745.0
14,14.1,14.1.1,729,sudan,2019,center for ocean-atmospheric prediction studies (coaps),528.0
14,14.1,14.1.1,729,sudan,2020,center for ocean-atmospheric prediction studies (coaps),918.0
14,14.1,14.1.1,729,sudan,2021,center for ocean-atmospheric prediction studies (coaps),596.0
14,14.1,14.1.1,740,suriname,2017,center for ocean-atmospheric prediction studies (coaps),2495.0
14,14.1,14.1.1,740,suriname,2018,center for ocean-atmospheric prediction studies (coaps),1883.0
14,14.1,14.1.1,740,suriname,2019,center for ocean-atmospheric prediction studies (coaps),2439.0
14,14.1,14.1.1,740,suriname,2020,center for ocean-atmospheric prediction studies (coaps),4285.0
14,14.1,14.1.1,740,suriname,2021,center for ocean-atmospheric prediction studies (coaps),3707.0
14,14.1,14.1.1,752,sweden,2017,center for ocean-atmospheric prediction studies (coaps),75.0
14,14.1,14.1.1,752,sweden,2018,center for ocean-atmospheric prediction studies (coaps),164.0
14,14.1,14.1.1,752,sweden,2019,center for ocean-atmospheric prediction studies (coaps),145.0
14,14.1,14.1.1,752,sweden,2020,center for ocean-atmospheric prediction studies (coaps),90.0
14,14.1,14.1.1,752,sweden,2021,center for ocean-atmospheric prediction studies (coaps),146.0
14,14.1,14.1.1,760,syrian arab republic,2017,center for ocean-atmospheric prediction studies (coaps),781.0
14,14.1,14.1.1,760,syrian arab republic,2018,center for ocean-atmospheric prediction studies (coaps),1173.0
14,14.1,14.1.1,760,syrian arab republic,2019,center for ocean-atmospheric prediction studies (coaps),1089.0
14,14.1,14.1.1,760,syrian arab republic,2020,center for ocean-atmospheric prediction studies (coaps),1026.0
14,14.1,14.1.1,760,syrian arab republic,2021,center for ocean-atmospheric prediction studies (coaps),980.0
14,14.1,14.1.1,764,thailand,2017,center for ocean-atmospheric prediction studies (coaps),104078.0
14,14.1,14.1.1,764,thailand,2018,center for ocean-atmospheric prediction studies (coaps),84055.0
14,14.1,14.1.1,764,thailand,2019,center for ocean-atmospheric prediction studies (coaps),86455.0
14,14.1,14.1.1,764,thailand,2020,center for ocean-atmospheric prediction studies (coaps),91281.0
14,14.1,14.1.1,764,thailand,2021,center for ocean-atmospheric prediction studies (coaps),97829.0
14,14.1,14.1.1,626,timor-leste,2017,center for ocean-atmospheric prediction studies (coaps),5254.0
14,14.1,14.1.1,626,timor-leste,2018,center for ocean-atmospheric prediction studies (coaps),5102.0
14,14.1,14.1.1,626,timor-leste,2019,center for ocean-atmospheric prediction studies (coaps),5068.0
14,14.1,14.1.1,626,timor-leste,2020,center for ocean-atmospheric prediction studies (coaps),5528.0
14,14.1,14.1.1,626,timor-leste,2021,center for ocean-atmospheric prediction studies (coaps),5793.0
14,14.1,14.1.1,768,togo,2017,center for ocean-atmospheric prediction studies (coaps),60.0
14,14.1,14.1.1,768,togo,2018,center for ocean-atmospheric prediction studies (coaps),368.0
14,14.1,14.1.1,768,togo,2019,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,768,togo,2020,center for ocean-atmospheric prediction studies (coaps),15.0
14,14.1,14.1.1,768,togo,2021,center for ocean-atmospheric prediction studies (coaps),216.0
14,14.1,14.1.1,776,tonga,2017,center for ocean-atmospheric prediction studies (coaps),172.0
14,14.1,14.1.1,776,tonga,2018,center for ocean-atmospheric prediction studies (coaps),183.0
14,14.1,14.1.1,776,tonga,2019,center for ocean-atmospheric prediction studies (coaps),188.0
14,14.1,14.1.1,776,tonga,2020,center for ocean-atmospheric prediction studies (coaps),196.0
14,14.1,14.1.1,776,tonga,2021,center for ocean-atmospheric prediction studies (coaps),224.0
14,14.1,14.1.1,780,trinidad and tobago,2017,center for ocean-atmospheric prediction studies (coaps),12544.0
14,14.1,14.1.1,780,trinidad and tobago,2018,center for ocean-atmospheric prediction studies (coaps),14001.0
14,14.1,14.1.1,780,trinidad and tobago,2019,center for ocean-atmospheric prediction studies (coaps),12608.0
14,14.1,14.1.1,780,trinidad and tobago,2020,center for ocean-atmospheric prediction studies (coaps),15807.0
14,14.1,14.1.1,780,trinidad and tobago,2021,center for ocean-atmospheric prediction studies (coaps),14927.0
14,14.1,14.1.1,788,tunisia,2017,center for ocean-atmospheric prediction studies (coaps),31754.0
14,14.1,14.1.1,788,tunisia,2018,center for ocean-atmospheric prediction studies (coaps),40859.0
14,14.1,14.1.1,788,tunisia,2019,center for ocean-atmospheric prediction studies (coaps),43590.0
14,14.1,14.1.1,788,tunisia,2020,center for ocean-atmospheric prediction studies (coaps),36604.0
14,14.1,14.1.1,788,tunisia,2021,center for ocean-atmospheric prediction studies (coaps),43249.0
14,14.1,14.1.1,792,türkiye,2017,center for ocean-atmospheric prediction studies (coaps),142849.0
14,14.1,14.1.1,792,türkiye,2018,center for ocean-atmospheric prediction studies (coaps),123348.0
14,14.1,14.1.1,792,türkiye,2019,center for ocean-atmospheric prediction studies (coaps),164624.0
14,14.1,14.1.1,792,türkiye,2020,center for ocean-atmospheric prediction studies (coaps),129179.0
14,14.1,14.1.1,792,türkiye,2021,center for ocean-atmospheric prediction studies (coaps),153356.0
14,14.1,14.1.1,804,ukraine,2017,center for ocean-atmospheric prediction studies (coaps),14783.0
14,14.1,14.1.1,804,ukraine,2018,center for ocean-atmospheric prediction studies (coaps),9529.0
14,14.1,14.1.1,804,ukraine,2019,center for ocean-atmospheric prediction studies (coaps),12876.0
14,14.1,14.1.1,804,ukraine,2020,center for ocean-atmospheric prediction studies (coaps),11590.0
14,14.1,14.1.1,804,ukraine,2021,center for ocean-atmospheric prediction studies (coaps),14103.0
14,14.1,14.1.1,784,united arab emirates,2017,center for ocean-atmospheric prediction studies (coaps),73.0
14,14.1,14.1.1,784,united arab emirates,2018,center for ocean-atmospheric prediction studies (coaps),39.0
14,14.1,14.1.1,784,united arab emirates,2019,center for ocean-atmospheric prediction studies (coaps),74.0
14,14.1,14.1.1,784,united arab emirates,2020,center for ocean-atmospheric prediction studies (coaps),66.0
14,14.1,14.1.1,784,united arab emirates,2021,center for ocean-atmospheric prediction studies (coaps),76.0
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2017,center for ocean-atmospheric prediction studies (coaps),1141.0
