goal,target,indicator,country_code,country,year,source,beach_litter_in_beach_percent
14,14.1,14.1.1,840,united states of america,2017,center for ocean-atmospheric prediction studies (coaps),31.23
14,14.1,14.1.1,840,united states of america,2018,center for ocean-atmospheric prediction studies (coaps),31.4
14,14.1,14.1.1,840,united states of america,2019,center for ocean-atmospheric prediction studies (coaps),31.18
14,14.1,14.1.1,840,united states of america,2020,center for ocean-atmospheric prediction studies (coaps),30.73
14,14.1,14.1.1,840,united states of america,2021,center for ocean-atmospheric prediction studies (coaps),31.12
14,14.1,14.1.1,858,uruguay,2017,center for ocean-atmospheric prediction studies (coaps),51.9
14,14.1,14.1.1,858,uruguay,2018,center for ocean-atmospheric prediction studies (coaps),55.18
14,14.1,14.1.1,858,uruguay,2019,center for ocean-atmospheric prediction studies (coaps),58.49
14,14.1,14.1.1,858,uruguay,2020,center for ocean-atmospheric prediction studies (coaps),66.7
14,14.1,14.1.1,858,uruguay,2021,center for ocean-atmospheric prediction studies (coaps),70.97
14,14.1,14.1.1,548,vanuatu,2017,center for ocean-atmospheric prediction studies (coaps),76.48
14,14.1,14.1.1,548,vanuatu,2018,center for ocean-atmospheric prediction studies (coaps),70.85
14,14.1,14.1.1,548,vanuatu,2019,center for ocean-atmospheric prediction studies (coaps),81.12
14,14.1,14.1.1,548,vanuatu,2020,center for ocean-atmospheric prediction studies (coaps),77.14
14,14.1,14.1.1,548,vanuatu,2021,center for ocean-atmospheric prediction studies (coaps),72.0
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2017,center for ocean-atmospheric prediction studies (coaps),87.06
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2018,center for ocean-atmospheric prediction studies (coaps),88.94
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2019,center for ocean-atmospheric prediction studies (coaps),88.45
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2020,center for ocean-atmospheric prediction studies (coaps),84.81
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2021,center for ocean-atmospheric prediction studies (coaps),87.38
14,14.1,14.1.1,704,viet nam,2017,center for ocean-atmospheric prediction studies (coaps),69.59
14,14.1,14.1.1,704,viet nam,2018,center for ocean-atmospheric prediction studies (coaps),70.89
14,14.1,14.1.1,704,viet nam,2019,center for ocean-atmospheric prediction studies (coaps),73.78
14,14.1,14.1.1,704,viet nam,2020,center for ocean-atmospheric prediction studies (coaps),73.1
14,14.1,14.1.1,704,viet nam,2021,center for ocean-atmospheric prediction studies (coaps),72.32
14,14.1,14.1.1,11,western africa,2022,center for ocean-atmospheric prediction studies (coaps),97.23
14,14.1,14.1.1,145,western asia,2017,center for ocean-atmospheric prediction studies (coaps),84.09
14,14.1,14.1.1,145,western asia,2018,center for ocean-atmospheric prediction studies (coaps),86.05
14,14.1,14.1.1,145,western asia,2019,center for ocean-atmospheric prediction studies (coaps),85.45
14,14.1,14.1.1,145,western asia,2020,center for ocean-atmospheric prediction studies (coaps),86.83
14,14.1,14.1.1,145,western asia,2021,center for ocean-atmospheric prediction studies (coaps),86.71
14,14.1,14.1.1,145,western asia,2022,center for ocean-atmospheric prediction studies (coaps),75.81
14,14.1,14.1.1,155,western europe,2017,center for ocean-atmospheric prediction studies (coaps),80.56
14,14.1,14.1.1,155,western europe,2018,center for ocean-atmospheric prediction studies (coaps),71.1
14,14.1,14.1.1,155,western europe,2019,center for ocean-atmospheric prediction studies (coaps),71.66
14,14.1,14.1.1,155,western europe,2020,center for ocean-atmospheric prediction studies (coaps),78.36
14,14.1,14.1.1,155,western europe,2021,center for ocean-atmospheric prediction studies (coaps),76.77
14,14.1,14.1.1,155,western europe,2022,center for ocean-atmospheric prediction studies (coaps),71.3
14,14.1,14.1.1,732,western sahara,2017,center for ocean-atmospheric prediction studies (coaps),27.77
14,14.1,14.1.1,732,western sahara,2018,center for ocean-atmospheric prediction studies (coaps),29.96
14,14.1,14.1.1,732,western sahara,2019,center for ocean-atmospheric prediction studies (coaps),30.94
14,14.1,14.1.1,732,western sahara,2020,center for ocean-atmospheric prediction studies (coaps),28.56
14,14.1,14.1.1,732,western sahara,2021,center for ocean-atmospheric prediction studies (coaps),28.38
14,14.1,14.1.1,1,world,2017,center for ocean-atmospheric prediction studies (coaps),65.45
14,14.1,14.1.1,1,world,2018,center for ocean-atmospheric prediction studies (coaps),65.59
14,14.1,14.1.1,1,world,2019,center for ocean-atmospheric prediction studies (coaps),66.51
14,14.1,14.1.1,1,world,2020,center for ocean-atmospheric prediction studies (coaps),66.46
14,14.1,14.1.1,1,world,2021,center for ocean-atmospheric prediction studies (coaps),65.51
14,14.1,14.1.1,1,world,2022,center for ocean-atmospheric prediction studies (coaps),69.96
14,14.1,14.1.1,887,yemen,2017,center for ocean-atmospheric prediction studies (coaps),82.16
14,14.1,14.1.1,887,yemen,2018,center for ocean-atmospheric prediction studies (coaps),88.99
14,14.1,14.1.1,887,yemen,2019,center for ocean-atmospheric prediction studies (coaps),89.46
14,14.1,14.1.1,887,yemen,2020,center for ocean-atmospheric prediction studies (coaps),88.02
14,14.1,14.1.1,887,yemen,2021,center for ocean-atmospheric prediction studies (coaps),88.26
