goal,target,indicator,series,seriesDescription,seriesCount,geoAreaCode,geoAreaName,timePeriodStart,value,valueType,time_detail,timeCoverage,upperBound,lowerBound,basePeriod,source,geoInfoUrl,footnotes,attributes,dimensions
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,480,Mauritius,2020.0,8.1150000000000002,Float,,,NaN,NaN,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: ALBION | LATITUDE: -20.348 | LONGITUDE: 57.553; Upper and lower bounds where not provided.'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'ALBION'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,484,Mexico,2016.0,8.0519999999999996,Float,,,8.064,8.039,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.43'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BOYADERECALADA-MAZATLAN'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,484,Mexico,2017.0,7.952,Float,,,8.077,7.693,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.44'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BOYADERECALADA-MAZATLAN'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,484,Mexico,2018.0,8.0310000000000006,Float,,,8.319,7.69,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.45'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BOYADERECALADA-MAZATLAN'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,484,Mexico,2019.0,7.9089999999999998,Float,,,7.971,7.846,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.46'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BOYADERECALADA-MAZATLAN'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,484,Mexico,2021.0,7.96,Float,,,8.089,7.646,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.150 | LONGITUDE: -106.430'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BOYADERECALADA-MAZATLAN'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,484,Mexico,2022.0,7.967,Float,,,8.179,7.563,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.150 | LONGITUDE: -106.430'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BOYADERECALADA-MAZATLAN'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,508,Mozambique,2020.0,8.0830000000000002,Float,,,8.883,7.393,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Mozambique | LATITUDE: -26.040 | LONGITUDE: 32.90'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MOZAMBIQUE'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9029999999999996,Float,,,8.126,7.735,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: GOERE2 | LATITUDE: 51.847| LONGITUDE: 3.92'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'GOERE2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.875,Float,,,8.024,7.685,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: GOERE6 | LATITUDE: 51.870| LONGITUDE: 3.87'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'GOERE6'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9320000000000004,Float,,,8.098,7.744,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK10 | LATITUDE: 52.302 | LONGITUDE: 4.30'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9240000000000004,Float,,,8.117,7.728,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK2 | LATITUDE: 52.261| LONGITUDE: 4.41'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.931,Float,,,8.086,7.776,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK20 | LATITUDE: 52.342 | LONGITUDE: 4.18'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK20'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9199999999999999,Float,,,8.212,7.757,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: WALCRN20  | LATITUDE: 51.659 | LONGITUDE: 3.22'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WALCRN20'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9039999999999999,Float,,,8.259,7.735,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: WALCRN2  | LATITUDE: 51.549 | LONGITUDE: 3.41'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WALCRN2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9119999999999999,Float,,,8.079,7.791,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG50 | LATITUDE: 53.768 | LONGITUDE: 4.77'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG50'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.8719999999999999,Float,,,7.913,7.82,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG235 | LATITUDE: 55.172 | LONGITUDE: 3.16'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG235'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.8639999999999999,Float,,,7.982,7.8,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG175 | LATITUDE: 54.719 | LONGITUDE: 3.69'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG175'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.875,Float,,,8.055,7.793,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG135 | LATITUDE: 54.416 | LONGITUDE: 4.04'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG135'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.8639999999999999,Float,,,8.057,7.793,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG100 | LATITUDE: 54.149 | LONGITUDE: 4.34'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG100'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9290000000000003,Float,,,8.129,7.781,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG10 | LATITUDE: 53.461| LONGITUDE: 5.10'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9569999999999999,Float,,,8.267,7.733,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: SCHOUWN10 | LATITUDE: 51.720 | LONGITUDE: 3.50 '],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'SCHOUWN10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9119999999999999,Float,,,8.063,7.824,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK70 | LATITUDE: 52.569 | LONGITUDE: 3.53'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK70'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2018.0,7.9020000000000001,Float,,,8.074,7.807,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: WALCRN70  | LATITUDE: 51.957 | LONGITUDE: 2.68'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WALCRN70'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8940000000000001,Float,,,8.083,7.792,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: WALCRN70  | LATITUDE: 51.957 | LONGITUDE: 2.68'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WALCRN70'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.9630000000000001,Float,,,8.175,7.762,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK20 | LATITUDE: 52.342 | LONGITUDE: 4.18'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK20'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8609999999999998,Float,,,7.98,7.779,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG100 | LATITUDE: 54.149 | LONGITUDE: 4.34'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG100'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.9000000000000004,Float,,,7.944,7.745,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: ROTTMPT70 | LATITUDE: 54.118 | LONGITUDE: 6.21'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'ROTTMPT70'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.9489999999999998,Float,,,7.972,7.922,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: ROTTMPT50 | LATITUDE: 53.954 | LONGITUDE: 6.31'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'ROTTMPT50'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8940000000000001,Float,,,8.001,7.745,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK70 | LATITUDE: 52.569 | LONGITUDE: 3.53'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK70'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.9160000000000004,Float,,,8.224,7.695,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: SCHOUWN10 | LATITUDE: 51.720 | LONGITUDE: 3.50 '],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'SCHOUWN10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.96,Float,,,8.149,7.773,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG10 | LATITUDE: 53.461| LONGITUDE: 5.10'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8579999999999997,Float,,,7.966,7.771,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG135 | LATITUDE: 54.416 | LONGITUDE: 4.04'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG135'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8890000000000002,Float,,,8.153,7.703,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: WALCRN20  | LATITUDE: 51.659 | LONGITUDE: 3.22'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WALCRN20'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8369999999999997,Float,,,7.884,7.781,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG175 | LATITUDE: 54.719 | LONGITUDE: 3.69'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG175'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8490000000000002,Float,,,7.914,7.771,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG235 | LATITUDE: 55.172 | LONGITUDE: 3.16'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG235'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.9210000000000003,Float,,,8.134,7.763,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: TERSLG50 | LATITUDE: 53.768 | LONGITUDE: 4.77'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TERSLG50'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8780000000000001,Float,,,8.158,7.687,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: WALCRN2  | LATITUDE: 51.549 | LONGITUDE: 3.41'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WALCRN2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.9690000000000003,Float,,,8.18,7.76,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK2 | LATITUDE: 52.261| LONGITUDE: 4.41'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.9720000000000004,Float,,,8.188,7.743,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NOORDWK10 | LATITUDE: 52.302 | LONGITUDE: 4.30'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NOORDWK10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8840000000000003,Float,,,8.032,7.719,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: GOERE6 | LATITUDE: 51.870| LONGITUDE: 3.87'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'GOERE6'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,528,Netherlands (Kingdom of the),2019.0,7.8789999999999996,Float,,,8.021,7.71,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: GOERE2 | LATITUDE: 51.847| LONGITUDE: 3.92'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'GOERE2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.0380000000000003,Float,,,8.121,7.963,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.81'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WELLINGTON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.0299999999999994,Float,,,8.122,7.938,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name:  Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.35'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'TASMANBAY'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.0440000000000005,Float,,,8.147,7.88,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WESTCOAST-JACKSONBAY'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.077,Float,,,8.202,7.855,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'DUNEDINPYLON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.0470000000000006,Float,,,8.152,7.972,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.13'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'STEWARTISLAND'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.0640000000000001,Float,,,8.134,8.003,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name:  Marlborough Sounds | LATITUDE: -41.033| LONGITUDE: 174.02'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MARLBOROUGHSOUNDS'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.0250000000000004,Float,,,8.093,7.939,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'GOLDENBAY'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.0449999999999999,Float,,,8.298,7.898,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BAYOFPLENTY'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,7.9379999999999997,Float,,,8.009,7.806,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.72'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'AUCKLAND'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2015.0,8.077,Float,,,8.318,7.941,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'CHATHAMISLANDS'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2016.0,7.9580000000000002,Float,,,8.083,7.869,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.72'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'AUCKLAND'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2016.0,8.0310000000000006,Float,,,8.168,7.944,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BAYOFPLENTY'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2016.0,7.9880000000000004,Float,,,8.109,7.809,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'GOLDENBAY'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2016.0,7.952,Float,,,8.051,7.814,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name:  Marlborough Sounds | LATITUDE: -41.033| LONGITUDE: 174.02'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MARLBOROUGHSOUNDS'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2016.0,8.0399999999999991,Float,,,8.139,7.912,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'DUNEDINPYLON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2016.0,8.0489999999999995,Float,,,8.164,7.96,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.13'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'STEWARTISLAND'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,554,New Zealand,2016.0,8.0500000000000007,Float,,,8.175,7.951,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'WESTCOAST-JACKSONBAY'}
